CODMUN6,CODMUN7,MUNI,UF
311050,3110509,Camanducaia,MG
311060,3110608,Cambuí,MG
311070,3110707,Cambuquira,MG
311080,3110806,Campanário,MG
311090,3110905,Campanha,MG
311100,3111002,Campestre,MG
311110,3111101,Campina Verde,MG
311115,3111150,Campo Azul,MG
311120,3111200,Campo Belo,MG
311130,3111309,Campo do Meio,MG
311140,3111408,Campo Florido,MG
311150,3111507,Campos Altos,MG
311160,3111606,Campos Gerais,MG
311170,3111705,Canaã,MG
311180,3111804,Canápolis,MG
311190,3111903,Cana Verde,MG
311200,3112000,Candeias,MG
311205,3112059,Cantagalo,MG
311210,3112109,Caparaó,MG
311220,3112208,Capela Nova,MG
311230,3112307,Capelinha,MG
311240,3112406,Capetinga,MG
311250,3112505,Capim Branco,MG
311260,3112604,Capinópolis,MG
311265,3112653,Capitão Andrade,MG
311270,3112703,Capitão Enéas,MG
311280,3112802,Capitólio,MG
311290,3112901,Caputira,MG
311300,3113008,Caraí,MG
311310,3113107,Caranaíba,MG
311320,3113206,Carandaí,MG
311330,3113305,Carangola,MG
311340,3113404,Caratinga,MG
311350,3113503,Carbonita,MG
311360,3113602,Careaçu,MG
311370,3113701,Carlos Chagas,MG
311380,3113800,Carmésia,MG
311390,3113909,Carmo da Cachoeira,MG
311400,3114006,Carmo da Mata,MG
311410,3114105,Carmo de Minas,MG
311420,3114204,Carmo do Cajuru,MG
311430,3114303,Carmo do Paranaíba,MG
311440,3114402,Carmo do Rio Claro,MG
311450,3114501,Carmópolis de Minas,MG
311455,3114550,Carneirinho,MG
311460,3114600,Carrancas,MG
311470,3114709,Carvalhópolis,MG
311480,3114808,Carvalhos,MG
311490,3114907,Casa Grande,MG
311500,3115003,Cascalho Rico,MG
311510,3115102,Cássia,MG
311520,3115201,Conceição da Barra de Minas,MG
311530,3115300,Cataguases,MG
311535,3115359,Catas Altas,MG
311540,3115409,Catas Altas da Noruega,MG
311545,3115458,Catuji,MG
311547,3115474,Catuti,MG
311550,3115508,Caxambu,MG
311560,3115607,Cedro do Abaeté,MG
311570,3115706,Central de Minas,MG
311580,3115805,Centralina,MG
311590,3115904,Chácara,MG
311600,3116001,Chalé,MG
311610,3116100,Chapada do Norte,MG
311615,3116159,Chapada Gaúcha,MG
311620,3116209,Chiador,MG
311630,3116308,Cipotânea,MG
311640,3116407,Claraval,MG
311650,3116506,Claro dos Poções,MG
311660,3116605,Cláudio,MG
311670,3116704,Coimbra,MG
311680,3116803,Coluna,MG
311690,3116902,Comendador Gomes,MG
311700,3117009,Comercinho,MG
311710,3117108,Conceição da Aparecida,MG
311720,3117207,Conceição das Pedras,MG
311730,3117306,Conceição das Alagoas,MG
311740,3117405,Conceição de Ipanema,MG
311750,3117504,Conceição do Mato Dentro,MG
311760,3117603,Conceição do Pará,MG
311770,3117702,Conceição do Rio Verde,MG
311780,3117801,Conceição dos Ouros,MG
311783,3117836,Cônego Marinho,MG
311787,3117876,Confins,MG
311790,3117900,Congonhal,MG
311800,3118007,Congonhas,MG
311810,3118106,Congonhas do Norte,MG
311820,3118205,Conquista,MG
311830,3118304,Conselheiro Lafaiete,MG
311840,3118403,Conselheiro Pena,MG
311850,3118502,Consolação,MG
311860,3118601,Contagem,MG
311870,3118700,Coqueiral,MG
311880,3118809,Coração de Jesus,MG
311890,3118908,Cordisburgo,MG
311900,3119005,Cordislândia,MG
311910,3119104,Corinto,MG
311920,3119203,Coroaci,MG
311930,3119302,Coromandel,MG
311940,3119401,Coronel Fabriciano,MG
311950,3119500,Coronel Murta,MG
311960,3119609,Coronel Pacheco,MG
311970,3119708,Coronel Xavier Chaves,MG
311980,3119807,Córrego Danta,MG
311990,3119906,Córrego do Bom Jesus,MG
311995,3119955,Córrego Fundo,MG
312000,3120003,Córrego Novo,MG
312010,3120102,Couto de Magalhães de Minas,MG
312015,3120151,Crisólita,MG
312020,3120201,Cristais,MG
312030,3120300,Cristália,MG
312040,3120409,Cristiano Otoni,MG
312050,3120508,Cristina,MG
312060,3120607,Crucilândia,MG
312070,3120706,Cruzeiro da Fortaleza,MG
312080,3120805,Cruzília,MG
312083,3120839,Cuparaque,MG
312087,3120870,Curral de Dentro,MG
312090,3120904,Curvelo,MG
312100,3121001,Datas,MG
312110,3121100,Delfim Moreira,MG
312120,3121209,Delfinópolis,MG
312125,3121258,Delta,MG
312130,3121308,Descoberto,MG
312140,3121407,Desterro de Entre Rios,MG
312150,3121506,Desterro do Melo,MG
312160,3121605,Diamantina,MG
312170,3121704,Diogo de Vasconcelos,MG
312180,3121803,Dionísio,MG
312190,3121902,Divinésia,MG
312200,3122009,Divino,MG
312210,3122108,Divino das Laranjeiras,MG
312220,3122207,Divinolândia de Minas,MG
312230,3122306,Divinópolis,MG
312235,3122355,Divisa Alegre,MG
312240,3122405,Divisa Nova,MG
312245,3122454,Divisópolis,MG
312247,3122470,Dom Bosco,MG
312250,3122504,Dom Cavati,MG
312260,3122603,Dom Joaquim,MG
312270,3122702,Dom Silvério,MG
312280,3122801,Dom Viçoso,MG
312290,3122900,Dona Eusébia,MG
312300,3123007,Dores de Campos,MG
312310,3123106,Dores de Guanhães,MG
312320,3123205,Dores do Indaiá,MG
312330,3123304,Dores do Turvo,MG
312340,3123403,Doresópolis,MG
312350,3123502,Douradoquara,MG
312352,3123528,Durandé,MG
312360,3123601,Elói Mendes,MG
312370,3123700,Engenheiro Caldas,MG
312380,3123809,Engenheiro Navarro,MG
312385,3123858,Entre Folhas,MG
312390,3123908,Entre Rios de Minas,MG
312400,3124005,Ervália,MG
312410,3124104,Esmeraldas,MG
312420,3124203,Espera Feliz,MG
312430,3124302,Espinosa,MG
312440,3124401,Espírito Santo do Dourado,MG
312450,3124500,Estiva,MG
312460,3124609,Estrela Dalva,MG
312470,3124708,Estrela do Indaiá,MG
312480,3124807,Estrela do Sul,MG
312490,3124906,Eugenópolis,MG
312500,3125002,Ewbank da Câmara,MG
312510,3125101,Extrema,MG
312520,3125200,Fama,MG
312530,3125309,Faria Lemos,MG
312540,3125408,Felício dos Santos,MG
312550,3125507,São Gonçalo do Rio Preto,MG
312560,3125606,Felisburgo,MG
312570,3125705,Felixlândia,MG
312580,3125804,Fernandes Tourinho,MG
312590,3125903,Ferros,MG
312595,3125952,Fervedouro,MG
312600,3126000,Florestal,MG
312610,3126109,Formiga,MG
312620,3126208,Formoso,MG
312630,3126307,Fortaleza de Minas,MG
312640,3126406,Fortuna de Minas,MG
312650,3126505,Francisco Badaró,MG
312660,3126604,Francisco Dumont,MG
312670,3126703,Francisco Sá,MG
312675,3126752,Franciscópolis,MG
312680,3126802,Frei Gaspar,MG
312690,3126901,Frei Inocêncio,MG
312695,3126950,Frei Lagonegro,MG
312700,3127008,Fronteira,MG
312705,3127057,Fronteira dos Vales,MG
312707,3127073,Fruta de Leite,MG
312710,3127107,Frutal,MG
312720,3127206,Funilândia,MG
312730,3127305,Galiléia,MG
312733,3127339,Gameleiras,MG
312735,3127354,Glaucilândia,MG
312737,3127370,Goiabeira,MG
312738,3127388,Goianá,MG
312740,3127404,Gonçalves,MG
312750,3127503,Gonzaga,MG
312760,3127602,Gouveia,MG
312770,3127701,Governador Valadares,MG
312780,3127800,Grão Mogol,MG
312790,3127909,Grupiara,MG
312800,3128006,Guanhães,MG
312810,3128105,Guapé,MG
312820,3128204,Guaraciaba,MG
312825,3128253,Guaraciama,MG
312830,3128303,Guaranésia,MG
312840,3128402,Guarani,MG
312850,3128501,Guarará,MG
312860,3128600,Guarda-Mor,MG
312870,3128709,Guaxupé,MG
312880,3128808,Guidoval,MG
312890,3128907,Guimarânia,MG
312900,3129004,Guiricema,MG
312910,3129103,Gurinhatã,MG
312920,3129202,Heliodora,MG
312930,3129301,Iapu,MG
312940,3129400,Ibertioga,MG
312950,3129509,Ibiá,MG
312960,3129608,Ibiaí,MG
312965,3129657,Ibiracatu,MG
312970,3129707,Ibiraci,MG
312980,3129806,Ibirité,MG
312990,3129905,Ibitiúra de Minas,MG
313000,3130002,Ibituruna,MG
313005,3130051,Icaraí de Minas,MG
313010,3130101,Igarapé,MG
313020,3130200,Igaratinga,MG
313030,3130309,Iguatama,MG
313040,3130408,Ijaci,MG
313050,3130507,Ilicínea,MG
313055,3130556,Imbé de Minas,MG
313060,3130606,Inconfidentes,MG
313065,3130655,Indaiabira,MG
313070,3130705,Indianópolis,MG
313080,3130804,Ingaí,MG
313090,3130903,Inhapim,MG
313100,3131000,Inhaúma,MG
313110,3131109,Inimutaba,MG
313115,3131158,Ipaba,MG
313120,3131208,Ipanema,MG
313130,3131307,Ipatinga,MG
313140,3131406,Ipiaçu,MG
313150,3131505,Ipuiúna,MG
313160,3131604,Iraí de Minas,MG
313170,3131703,Itabira,MG
313180,3131802,Itabirinha,MG
313190,3131901,Itabirito,MG
313200,3132008,Itacambira,MG
313210,3132107,Itacarambi,MG
313220,3132206,Itaguara,MG
313230,3132305,Itaipé,MG
313240,3132404,Itajubá,MG
313250,3132503,Itamarandiba,MG
313260,3132602,Itamarati de Minas,MG
313270,3132701,Itambacuri,MG
313280,3132800,Itambé do Mato Dentro,MG
313290,3132909,Itamogi,MG
313300,3133006,Itamonte,MG
313310,3133105,Itanhandu,MG
313320,3133204,Itanhomi,MG
313330,3133303,Itaobim,MG
313340,3133402,Itapagipe,MG
313350,3133501,Itapecerica,MG
313360,3133600,Itapeva,MG
313370,3133709,Itatiaiuçu,MG
313375,3133758,Itaú de Minas,MG
313380,3133808,Itaúna,MG
313390,3133907,Itaverava,MG
313400,3134004,Itinga,MG
313410,3134103,Itueta,MG
313420,3134202,Ituiutaba,MG
313430,3134301,Itumirim,MG
313440,3134400,Iturama,MG
313450,3134509,Itutinga,MG
313460,3134608,Jaboticatubas,MG
313470,3134707,Jacinto,MG
313480,3134806,Jacuí,MG
313490,3134905,Jacutinga,MG
313500,3135001,Jaguaraçu,MG
313505,3135050,Jaíba,MG
313507,3135076,Jampruca,MG
313510,3135100,Janaúba,MG
313520,3135209,Januária,MG
313530,3135308,Japaraíba,MG
313535,3135357,Japonvar,MG
313540,3135407,Jeceaba,MG
313545,3135456,Jenipapo de Minas,MG
313550,3135506,Jequeri,MG
313560,3135605,Jequitaí,MG
313570,3135704,Jequitibá,MG
313580,3135803,Jequitinhonha,MG
313590,3135902,Jesuânia,MG
313600,3136009,Joaíma,MG
313610,3136108,Joanésia,MG
313620,3136207,João Monlevade,MG
313630,3136306,João Pinheiro,MG
313640,3136405,Joaquim Felício,MG
313650,3136504,Jordânia,MG
313652,3136520,José Gonçalves de Minas,MG
313655,3136553,José Raydan,MG
313657,3136579,Josenópolis,MG
313660,3136603,Nova União,MG
313665,3136652,Juatuba,MG
313670,3136702,Juiz de Fora,MG
313680,3136801,Juramento,MG
313690,3136900,Juruaia,MG
313695,3136959,Juvenília,MG
313700,3137007,Ladainha,MG
313710,3137106,Lagamar,MG
313720,3137205,Lagoa da Prata,MG
313730,3137304,Lagoa dos Patos,MG
313740,3137403,Lagoa Dourada,MG
313750,3137502,Lagoa Formosa,MG
313753,3137536,Lagoa Grande,MG
313760,3137601,Lagoa Santa,MG
313770,3137700,Lajinha,MG
313780,3137809,Lambari,MG
313790,3137908,Lamim,MG
313800,3138005,Laranjal,MG
313810,3138104,Lassance,MG
313820,3138203,Lavras,MG
313830,3138302,Leandro Ferreira,MG
313835,3138351,Leme do Prado,MG
313840,3138401,Leopoldina,MG
313850,3138500,Liberdade,MG
313860,3138609,Lima Duarte,MG
313862,3138625,Limeira do Oeste,MG
313865,3138658,Lontra,MG
313867,3138674,Luisburgo,MG
313868,3138682,Luislândia,MG
313870,3138708,Luminárias,MG
313880,3138807,Luz,MG
313890,3138906,Machacalis,MG
313900,3139003,Machado,MG
313910,3139102,Madre de Deus de Minas,MG
313920,3139201,Malacacheta,MG
313925,3139250,Mamonas,MG
313930,3139300,Manga,MG
313940,3139409,Manhuaçu,MG
313950,3139508,Manhumirim,MG
313960,3139607,Mantena,MG
313970,3139706,Maravilhas,MG
313980,3139805,Mar de Espanha,MG
313990,3139904,Maria da Fé,MG
314000,3140001,Mariana,MG
314010,3140100,Marilac,MG
314015,3140159,Mário Campos,MG
314020,3140209,Maripá de Minas,MG
314030,3140308,Marliéria,MG
314040,3140407,Marmelópolis,MG
314050,3140506,Martinho Campos,MG
314053,3140530,Martins Soares,MG
314055,3140555,Mata Verde,MG
314060,3140605,Materlândia,MG
314070,3140704,Mateus Leme,MG
314080,3140803,Matias Barbosa,MG
314085,3140852,Matias Cardoso,MG
314090,3140902,Matipó,MG
314100,3141009,Mato Verde,MG
314110,3141108,Matozinhos,MG
314120,3141207,Matutina,MG
314130,3141306,Medeiros,MG
314140,3141405,Medina,MG
314150,3141504,Mendes Pimentel,MG
314160,3141603,Mercês,MG
314170,3141702,Mesquita,MG
314180,3141801,Minas Novas,MG
314190,3141900,Minduri,MG
314200,3142007,Mirabela,MG
314210,3142106,Miradouro,MG
314220,3142205,Miraí,MG
314225,3142254,Miravânia,MG
314230,3142304,Moeda,MG
314240,3142403,Moema,MG
314250,3142502,Monjolos,MG
314260,3142601,Monsenhor Paulo,MG
314270,3142700,Montalvânia,MG
314280,3142809,Monte Alegre de Minas,MG
314290,3142908,Monte Azul,MG
314300,3143005,Monte Belo,MG
314310,3143104,Monte Carmelo,MG
314315,3143153,Monte Formoso,MG
314320,3143203,Monte Santo de Minas,MG
314330,3143302,Montes Claros,MG
314340,3143401,Monte Sião,MG
314345,3143450,Montezuma,MG
314350,3143500,Morada Nova de Minas,MG
314360,3143609,Morro da Garça,MG
314370,3143708,Morro do Pilar,MG
314380,3143807,Munhoz,MG
314390,3143906,Muriaé,MG
314400,3144003,Mutum,MG
314410,3144102,Muzambinho,MG
314420,3144201,Nacip Raydan,MG
314430,3144300,Nanuque,MG
314435,3144359,Naque,MG
314437,3144375,Natalândia,MG
314440,3144409,Natércia,MG
314450,3144508,Nazareno,MG
314460,3144607,Nepomuceno,MG
314465,3144656,Ninheira,MG
314467,3144672,Nova Belém,MG
314470,3144706,Nova Era,MG
314480,3144805,Nova Lima,MG
314490,3144904,Nova Módica,MG
314500,3145000,Nova Ponte,MG
314505,3145059,Nova Porteirinha,MG
314510,3145109,Nova Resende,MG
314520,3145208,Nova Serrana,MG
314530,3145307,Novo Cruzeiro,MG
314535,3145356,Novo Oriente de Minas,MG
314537,3145372,Novorizonte,MG
314540,3145406,Olaria,MG
314545,3145455,Olhos-d'Água,MG
314550,3145505,Olímpio Noronha,MG
314560,3145604,Oliveira,MG
314570,3145703,Oliveira Fortes,MG
314580,3145802,Onça de Pitangui,MG
314585,3145851,Oratórios,MG
314587,3145877,Orizânia,MG
314590,3145901,Ouro Branco,MG
314600,3146008,Ouro Fino,MG
314610,3146107,Ouro Preto,MG
314620,3146206,Ouro Verde de Minas,MG
314625,3146255,Padre Carvalho,MG
314630,3146305,Padre Paraíso,MG
314640,3146404,Paineiras,MG
314650,3146503,Pains,MG
314655,3146552,Pai Pedro,MG
314660,3146602,Paiva,MG
314670,3146701,Palma,MG
314675,3146750,Palmópolis,MG
314690,3146909,Papagaios,MG
314700,3147006,Paracatu,MG
314710,3147105,Pará de Minas,MG
314720,3147204,Paraguaçu,MG
314730,3147303,Paraisópolis,MG
314740,3147402,Paraopeba,MG
314750,3147501,Passabém,MG
314760,3147600,Passa Quatro,MG
314770,3147709,Passa Tempo,MG
314780,3147808,Passa-Vinte,MG
314790,3147907,Passos,MG
314795,3147956,Patis,MG
314800,3148004,Patos de Minas,MG
314810,3148103,Patrocínio,MG
314820,3148202,Patrocínio do Muriaé,MG
314830,3148301,Paula Cândido,MG
314840,3148400,Paulistas,MG
314850,3148509,Pavão,MG
314860,3148608,Peçanha,MG
314870,3148707,Pedra Azul,MG
314875,3148756,Pedra Bonita,MG
314880,3148806,Pedra do Anta,MG
314890,3148905,Pedra do Indaiá,MG
314900,3149002,Pedra Dourada,MG
314910,3149101,Pedralva,MG
314915,3149150,Pedras de Maria da Cruz,MG
314920,3149200,Pedrinópolis,MG
314930,3149309,Pedro Leopoldo,MG
314940,3149408,Pedro Teixeira,MG
314950,3149507,Pequeri,MG
314960,3149606,Pequi,MG
314970,3149705,Perdigão,MG
314980,3149804,Perdizes,MG
314990,3149903,Perdões,MG
314995,3149952,Periquito,MG
315000,3150000,Pescador,MG
315010,3150109,Piau,MG
315015,3150158,Piedade de Caratinga,MG
315020,3150208,Piedade de Ponte Nova,MG
315030,3150307,Piedade do Rio Grande,MG
315040,3150406,Piedade dos Gerais,MG
315050,3150505,Pimenta,MG
315053,3150539,Pingo-d'Água,MG
315057,3150570,Pintópolis,MG
315060,3150604,Piracema,MG
315070,3150703,Pirajuba,MG
315080,3150802,Piranga,MG
315090,3150901,Piranguçu,MG
315100,3151008,Piranguinho,MG
315110,3151107,Pirapetinga,MG
315120,3151206,Pirapora,MG
315130,3151305,Piraúba,MG
315140,3151404,Pitangui,MG
315150,3151503,Piumhi,MG
315160,3151602,Planura,MG
315170,3151701,Poço Fundo,MG
315180,3151800,Poços de Caldas,MG
315190,3151909,Pocrane,MG
315200,3152006,Pompéu,MG
315210,3152105,Ponte Nova,MG
315213,3152131,Ponto Chique,MG
315217,3152170,Ponto dos Volantes,MG
315220,3152204,Porteirinha,MG
315230,3152303,Porto Firme,MG
315240,3152402,Poté,MG
315250,3152501,Pouso Alegre,MG
315260,3152600,Pouso Alto,MG
315270,3152709,Prados,MG
315280,3152808,Prata,MG
315290,3152907,Pratápolis,MG
315300,3153004,Pratinha,MG
315310,3153103,Presidente Bernardes,MG
315320,3153202,Presidente Juscelino,MG
315330,3153301,Presidente Kubitschek,MG
315340,3153400,Presidente Olegário,MG
315350,3153509,Alto Jequitibá,MG
315360,3153608,Prudente de Morais,MG
315370,3153707,Quartel Geral,MG
315380,3153806,Queluzito,MG
315390,3153905,Raposos,MG
315400,3154002,Raul Soares,MG
315410,3154101,Recreio,MG
315415,3154150,Reduto,MG
315420,3154200,Resende Costa,MG
315430,3154309,Resplendor,MG
315440,3154408,Ressaquinha,MG
315445,3154457,Riachinho,MG
315450,3154507,Riacho dos Machados,MG
315460,3154606,Ribeirão das Neves,MG
315470,3154705,Ribeirão Vermelho,MG
315480,3154804,Rio Acima,MG
315490,3154903,Rio Casca,MG
315500,3155009,Rio Doce,MG
315510,3155108,Rio do Prado,MG
315520,3155207,Rio Espera,MG
315530,3155306,Rio Manso,MG
315540,3155405,Rio Novo,MG
315550,3155504,Rio Paranaíba,MG
315560,3155603,Rio Pardo de Minas,MG
315570,3155702,Rio Piracicaba,MG
315580,3155801,Rio Pomba,MG
315590,3155900,Rio Preto,MG
315600,3156007,Rio Vermelho,MG
315610,3156106,Ritápolis,MG
315620,3156205,Rochedo de Minas,MG
315630,3156304,Rodeiro,MG
315640,3156403,Romaria,MG
315645,3156452,Rosário da Limeira,MG
315650,3156502,Rubelita,MG
315660,3156601,Rubim,MG
315670,3156700,Sabará,MG
315680,3156809,Sabinópolis,MG
315690,3156908,Sacramento,MG
315700,3157005,Salinas,MG
315710,3157104,Salto da Divisa,MG
315720,3157203,Santa Bárbara,MG
315725,3157252,Santa Bárbara do Leste,MG
315727,3157278,Santa Bárbara do Monte Verde,MG
315730,3157302,Santa Bárbara do Tugúrio,MG
315733,3157336,Santa Cruz de Minas,MG
315737,3157377,Santa Cruz de Salinas,MG
315740,3157401,Santa Cruz do Escalvado,MG
315750,3157500,Santa Efigênia de Minas,MG
315760,3157609,Santa Fé de Minas,MG
315765,3157658,Santa Helena de Minas,MG
315770,3157708,Santa Juliana,MG
315780,3157807,Santa Luzia,MG
315790,3157906,Santa Margarida,MG
315800,3158003,Santa Maria de Itabira,MG
315810,3158102,Santa Maria do Salto,MG
315820,3158201,Santa Maria do Suaçuí,MG
315830,3158300,Santana da Vargem,MG
315840,3158409,Santana de Cataguases,MG
315850,3158508,Santana de Pirapama,MG
315860,3158607,Santana do Deserto,MG
315870,3158706,Santana do Garambéu,MG
315880,3158805,Santana do Jacaré,MG
315890,3158904,Santana do Manhuaçu,MG
315895,3158953,Santana do Paraíso,MG
315900,3159001,Santana do Riacho,MG
315910,3159100,Santana dos Montes,MG
315920,3159209,Santa Rita de Caldas,MG
315930,3159308,Santa Rita de Jacutinga,MG
315935,3159357,Santa Rita de Minas,MG
315940,3159407,Santa Rita de Ibitipoca,MG
315950,3159506,Santa Rita do Itueto,MG
315960,3159605,Santa Rita do Sapucaí,MG
315970,3159704,Santa Rosa da Serra,MG
315980,3159803,Santa Vitória,MG
315990,3159902,Santo Antônio do Amparo,MG
316000,3160009,Santo Antônio do Aventureiro,MG
316010,3160108,Santo Antônio do Grama,MG
316020,3160207,Santo Antônio do Itambé,MG
316030,3160306,Santo Antônio do Jacinto,MG
316040,3160405,Santo Antônio do Monte,MG
316045,3160454,Santo Antônio do Retiro,MG
316050,3160504,Santo Antônio do Rio Abaixo,MG
316060,3160603,Santo Hipólito,MG
316070,3160702,Santos Dumont,MG
316080,3160801,São Bento Abade,MG
316090,3160900,São Brás do Suaçuí,MG
316095,3160959,São Domingos das Dores,MG
316100,3161007,São Domingos do Prata,MG
316105,3161056,São Félix de Minas,MG
316110,3161106,São Francisco,MG
316120,3161205,São Francisco de Paula,MG
316130,3161304,São Francisco de Sales,MG
316140,3161403,São Francisco do Glória,MG
316150,3161502,São Geraldo,MG
316160,3161601,São Geraldo da Piedade,MG
316165,3161650,São Geraldo do Baixio,MG
316170,3161700,São Gonçalo do Abaeté,MG
316180,3161809,São Gonçalo do Pará,MG
316190,3161908,São Gonçalo do Rio Abaixo,MG
316200,3162005,São Gonçalo do Sapucaí,MG
316210,3162104,São Gotardo,MG
316220,3162203,São João Batista do Glória,MG
316225,3162252,São João da Lagoa,MG
316230,3162302,São João da Mata,MG
316240,3162401,São João da Ponte,MG
316245,3162450,São João das Missões,MG
316250,3162500,São João del Rei,MG
316255,3162559,São João do Manhuaçu,MG
316257,3162575,São João do Manteninha,MG
316260,3162609,São João do Oriente,MG
316265,3162658,São João do Pacuí,MG
316270,3162708,São João do Paraíso,MG
316280,3162807,São João Evangelista,MG
316290,3162906,São João Nepomuceno,MG
316292,3162922,São Joaquim de Bicas,MG
316294,3162948,São José da Barra,MG
316295,3162955,São José da Lapa,MG
316300,3163003,São José da Safira,MG
316310,3163102,São José da Varginha,MG
316320,3163201,São José do Alegre,MG
316330,3163300,São José do Divino,MG
316340,3163409,São José do Goiabal,MG
316350,3163508,São José do Jacuri,MG
316360,3163607,São José do Mantimento,MG
316370,3163706,São Lourenço,MG
316380,3163805,São Miguel do Anta,MG
316390,3163904,São Pedro da União,MG
316400,3164001,São Pedro dos Ferros,MG
316410,3164100,São Pedro do Suaçuí,MG
316420,3164209,São Romão,MG
316430,3164308,São Roque de Minas,MG
316440,3164407,São Sebastião da Bela Vista,MG
316443,3164431,São Sebastião da Vargem Alegre,MG
316447,3164472,São Sebastião do Anta,MG
316450,3164506,São Sebastião do Maranhão,MG
316460,3164605,São Sebastião do Oeste,MG
316470,3164704,São Sebastião do Paraíso,MG
316480,3164803,São Sebastião do Rio Preto,MG
316490,3164902,São Sebastião do Rio Verde,MG
316500,3165008,São Tiago,MG
316510,3165107,São Tomás de Aquino,MG
316520,3165206,São Thomé das Letras,MG
316530,3165305,São Vicente de Minas,MG
316540,3165404,Sapucaí-Mirim,MG
316550,3165503,Sardoá,MG
316553,3165537,Sarzedo,MG
316555,3165552,Setubinha,MG
316556,3165560,Sem-Peixe,MG
316557,3165578,Senador Amaral,MG
316560,3165602,Senador Cortes,MG
316570,3165701,Senador Firmino,MG
316580,3165800,Senador José Bento,MG
316590,3165909,Senador Modestino Gonçalves,MG
316600,3166006,Senhora de Oliveira,MG
316610,3166105,Senhora do Porto,MG
316620,3166204,Senhora dos Remédios,MG
316630,3166303,Sericita,MG
316640,3166402,Seritinga,MG
316650,3166501,Serra Azul de Minas,MG
316660,3166600,Serra da Saudade,MG
316670,3166709,Serra dos Aimorés,MG
316680,3166808,Serra do Salitre,MG
316690,3166907,Serrania,MG
316695,3166956,Serranópolis de Minas,MG
316700,3167004,Serranos,MG
316710,3167103,Serro,MG
316720,3167202,Sete Lagoas,MG
316730,3167301,Silveirânia,MG
316740,3167400,Silvianópolis,MG
316750,3167509,Simão Pereira,MG
316760,3167608,Simonésia,MG
316770,3167707,Sobrália,MG
316780,3167806,Soledade de Minas,MG
316790,3167905,Tabuleiro,MG
316800,3168002,Taiobeiras,MG
316805,3168051,Taparuba,MG
316810,3168101,Tapira,MG
316820,3168200,Tapiraí,MG
316830,3168309,Taquaraçu de Minas,MG
316840,3168408,Tarumirim,MG
316850,3168507,Teixeiras,MG
316860,3168606,Teófilo Otoni,MG
316870,3168705,Timóteo,MG
316880,3168804,Tiradentes,MG
316890,3168903,Tiros,MG
316900,3169000,Tocantins,MG
316905,3169059,Tocos do Moji,MG
316910,3169109,Toledo,MG
316920,3169208,Tombos,MG
316930,3169307,Três Corações,MG
316935,3169356,Três Marias,MG
316940,3169406,Três Pontas,MG
316950,3169505,Tumiritinga,MG
316960,3169604,Tupaciguara,MG
316970,3169703,Turmalina,MG
316980,3169802,Turvolândia,MG
316990,3169901,Ubá,MG
317000,3170008,Ubaí,MG
317005,3170057,Ubaporanga,MG
317010,3170107,Uberaba,MG
317020,3170206,Uberlândia,MG
317030,3170305,Umburatiba,MG
317040,3170404,Unaí,MG
317043,3170438,União de Minas,MG
317047,3170479,Uruana de Minas,MG
317050,3170503,Urucânia,MG
317052,3170529,Urucuia,MG
317057,3170578,Vargem Alegre,MG
317060,3170602,Vargem Bonita,MG
317065,3170651,Vargem Grande do Rio Pardo,MG
317070,3170701,Varginha,MG
317075,3170750,Varjão de Minas,MG
317080,3170800,Várzea da Palma,MG
317090,3170909,Varzelândia,MG
317100,3171006,Vazante,MG
317103,3171030,Verdelândia,MG
317107,3171071,Veredinha,MG
317110,3171105,Veríssimo,MG
317115,3171154,Vermelho Novo,MG
317120,3171204,Vespasiano,MG
317130,3171303,Viçosa,MG
317140,3171402,Vieiras,MG
317150,3171501,Mathias Lobato,MG
317160,3171600,Virgem da Lapa,MG
317170,3171709,Virgínia,MG
317180,3171808,Virginópolis,MG
317190,3171907,Virgolândia,MG
317200,3172004,Visconde do Rio Branco,MG
317210,3172103,Volta Grande,MG
317220,3172202,Wenceslau Braz,MG
320010,3200102,Afonso Cláudio,ES
320013,3200136,Águia Branca,ES
320016,3200169,Água Doce do Norte,ES
320020,3200201,Alegre,ES
320030,3200300,Alfredo Chaves,ES
320035,3200359,Alto Rio Novo,ES
320040,3200409,Anchieta,ES
320050,3200508,Apiacá,ES
320060,3200607,Aracruz,ES
320070,3200706,Atilio Vivacqua,ES
320080,3200805,Baixo Guandu,ES
320090,3200904,Barra de São Francisco,ES
320100,3201001,Boa Esperança,ES
320110,3201100,Bom Jesus do Norte,ES
320115,3201159,Brejetuba,ES
320120,3201209,Cachoeiro de Itapemirim,ES
320130,3201308,Cariacica,ES
320140,3201407,Castelo,ES
320150,3201506,Colatina,ES
320160,3201605,Conceição da Barra,ES
320170,3201704,Conceição do Castelo,ES
320180,3201803,Divino de São Lourenço,ES
320190,3201902,Domingos Martins,ES
320200,3202009,Dores do Rio Preto,ES
320210,3202108,Ecoporanga,ES
320220,3202207,Fundão,ES
320225,3202256,Governador Lindenberg,ES
320230,3202306,Guaçuí,ES
320240,3202405,Guarapari,ES
320245,3202454,Ibatiba,ES
320250,3202504,Ibiraçu,ES
320255,3202553,Ibitirama,ES
320260,3202603,Iconha,ES
320265,3202652,Irupi,ES
320270,3202702,Itaguaçu,ES
320280,3202801,Itapemirim,ES
320290,3202900,Itarana,ES
320300,3203007,Iúna,ES
320305,3203056,Jaguaré,ES
320310,3203106,Jerônimo Monteiro,ES
